"A1","B1","C1","D1","A2","B2","C2","D2"
1.14943013542574,-0.260300866136979,-2.02619367414128,-0.126342928101585,3.80158923267268,2.59185678140638,0.695993333763869,1.33542750416196
2.11118782285171,0.232471858753512,-0.367373838442479,0.580820935288172,1.88709661003907,1.58272059241973,-1.29429060820357,2.27494130391149
-0.0932430629411974,0.0661039557099624,-1.49518889752398,0.064736158952694,-2.08711956291675,-4.95552585292229,-5.05070789466964,-3.97825705117722
-0.72441749767831,0.443703981441412,1.65275213230423,-0.794090853048255,-4.4009650679022,-2.80057958659608,-3.1909979759013,-3.75903894571972
-1.62133254337747,-0.348733300486437,-0.400523889058647,-0.389600446632401,-0.867113675615213,-2.40627080062622,0.997996836221635,-1.76394719171707
1.00123801335383,-2.65441418246101,-1.3118903589864,-0.470035020920858,-0.285772913749363,-4.46599191427407,-4.32284279653665,-0.0881674593872448
-0.17147607877698,1.15190611064982,1.70945127149803,1.27021115005238,-1.42028744734707,-0.0253943901967019,2.76309353969342,-2.3383802471775
3.03356182331672,2.47288376338677,0.16251698900541,0.627409677076783,1.34770784846559,4.51941677791678,1.59763641612771,1.08352984990664
2.05461837056098,-1.30310431022355,-0.182713779823271,-0.383484489124409,2.83358613386393,-3.8030680423124,0.884462662164475,0.803726187484846
2.88799924872566,2.51806303690876,3.15320403977388,3.06081998299864,2.66785872891627,2.51473671004144,1.43276875777558,3.57674889253579
-1.81573020809295,-2.7782148159947,-0.717233295121392,0.207475579632211,-3.09676314715112,-0.754420172232739,-0.856396079152676,-0.160118892960898
-3.02366638657424,-5.18832688653511,0.325895879793315,-2.13604985627531,-4.01579906363007,-8.20671163675192,-2.79621185647559,-4.29230737252269
-0.262836983012074,1.54753218634495,0.266139352841045,-0.292234068902405,-1.67555820515944,0.583201450558328,-3.64395511930414,-2.58096876704319
-1.33283678040715,-1.55809572620542,-2.37902469222629,-1.88039838103801,0.536413198449612,-1.5419128470746,-0.840604614891748,-2.67334676002158
0.618170699924233,2.44766626996027,2.7764307339739,0.672617149604098,1.70076955379484,4.77948979600856,2.8340142168099,1.20121065949052
1.31355847735535,-0.556153950580735,2.34097881899048,-0.561442671969548,0.231579651088336,0.873262623472525,1.68554179915675,-0.636970482600028
4.32515480038994,3.47456557144526,3.87562742140791,2.01006068770712,6.62405966575951,5.6744782337983,6.26993036142096,3.04252224003021
4.59548318975401,5.88519172877155,3.99330161896264,3.70805631004637,2.64943445656907,3.54410332482426,3.19923334581201,0.260661039200842
-2.86285383305206,-3.59851527289867,-2.8312407738437,-2.36776232846519,-2.49998433260287,-5.48262234383858,-1.31709899958901,-2.39017800165867
1.33110997610807,1.43372710362329,1.50647237871908,0.721388821625834,0.906085342991135,1.51841713106235,-0.141951289218859,0.632746818214067
