"P1","P2","P3","C1","C2","C3","E1","E2","E3","S1","S2","S3"
-1.99314398495682,-2.32327009967012,-2.4111915217758,-2.74131959312488,-1.68260565112924,-2.66722520151262,-2.39211314605796,-4.81350777394954,-0.416126325424712,-6.57400290866315,-4.34505014957236,-2.18849287638213
1.94963623984808,-0.092769331392163,1.2679917132397,-1.50207591551579,-2.66014758857811,-0.82728041369971,0.88549408791047,3.3725240556289,0.418251291807891,-2.8310952343633,-0.446181878176527,-0.705264681618533
-0.930440191533476,-3.37734523886178,-1.07852835112153,-0.93022899086169,0.529868804039087,-0.600660528841568,-0.158753137753433,-0.241305113576433,0.824335864343997,1.49307724062034,0.40460430379295,0.20633806040116
-1.84270485796316,-5.21024921521464,-1.34558039611509,-1.86024615354673,-3.30026825248159,-3.3664281663819,-3.31608515652986,-2.60451657998094,-2.99917235547556,-4.57413464828569,-1.10356997664226,-0.822557952054437
2.23770063335691,1.49778168682987,1.26271856542804,1.30611285470585,1.78432477338762,1.43906366537452,-0.691434613098615,0.554194375026027,-1.92279327250594,5.05158921931582,4.40213924836127,2.65264424736264
-0.391808147935064,-0.123278417113234,-0.746046108887406,-1.6228568433263,-4.66156121678345,-2.89549885338791,-2.74026818571666,-2.09714849759205,-0.14623664756537,-2.95943156166451,-1.70126593886244,0.0344809463646551
1.3442045694887,3.0719504563413,2.31965654415165,4.90911207081257,4.07989920833219,3.45878982172545,1.1053495980141,0.597562530301929,-2.78182752477889,-1.45236738310819,0.576808596290007,-1.11684491866439
-0.122264161440827,-1.83781917484171,-0.97909750553772,-1.72491607925363,-1.47100473539247,-0.637820262730033,0.314987347879546,0.902292918450929,-1.50193082012617,1.09858487575181,2.43897273239479,0.359784423667995
0.531884045907825,1.55888251016146,1.73891447424733,-3.71908975074942,-7.13842349591456,-2.83173182398256,0.505035013557219,3.03166824408878,0.493032286907887,0.104682782359223,1.09760176955968,0.0342853084143113
-3.70530547781654,-3.77845206656046,-0.994116123935551,-3.15708114304087,-2.58188457355413,-2.31555402131779,-2.73863893398341,-5.79376054023432,-3.51690533881701,-2.49722995204324,-1.30848597231065,-1.5317097598559
-0.050405266598056,-1.36691732285846,-0.808607430486825,-0.10554091954862,-1.56646898064568,-0.4467953806439,-0.219709923578826,-2.58783456562633,0.157679112927241,-6.70813205843871,-4.52335434140565,-1.39906154941495
2.27431498675477,0.772701655089856,0.771438092431683,-0.141225089751287,-0.9023417167552,1.02038334859478,1.06770207219228,3.71283712836094,1.07999335929733,1.50355777905717,-0.43671228436351,0.674302073732292
-1.55640721995103,-3.92292213736262,-1.21836084627959,1.56126551722213,1.06123818356348,-0.00714877683909042,-1.58342195118977,0.0747798597546673,-0.654415488788709,-0.9394648775422,-1.5228787689239,-1.30850348985378
0.953384768084924,1.28480910962394,1.04186480478462,0.986406707781483,1.83749498230538,0.375165818076899,-0.753864444438111,-2.70212950085642,-0.605123754944878,-3.1541283793599,-0.514241362537107,-1.06349348243059
-1.29789776417239,-3.73571651629009,-2.37676789955905,-2.45690408946544,-5.85106321529808,-2.96112725263656,-1.4350532029274,-0.28623961815946,-1.60571006136511,-0.613885982664022,-0.254505027001336,0.676435064290054
