"M1","M2","M3","M4","M5","M6","M7","M8","M9"
1.02912523815438,-0.987822945252208,-1.69405039491296,-2.70832368484767,-0.0359488476330561,-2.33642965842446,1.52564620873227,0.832044966865228,0.478564215752586
-0.0751929848653764,-0.693825227214788,2.05478749156786,-5.1436368219493,-1.8072174038418,-0.669207101809593,-3.55923289517844,-3.48269379622449,-0.391789067822265
-0.0307742914160603,-0.148050940765306,-1.71361936768747,-2.02793195507681,-0.113942449005247,1.81356832367283,1.58000075917276,3.01983459889351,-2.85422887425038
2.32866164376241,0.0395986377584575,2.91030903401617,2.15675727656167,3.45786177689902,0.834912483453213,5.88438234110321,3.43092661787535,0.428295604327662
-0.761882845030636,-1.08382604075182,-1.38713578507786,0.936498571216148,1.55840717426747,-0.202154545800425,-3.58711761862585,-2.00260577594602,-0.647127987703302
1.30008526419209,2.14224813616005,1.54571843886383,1.11954693705841,0.22345316865921,4.15016213562869,2.19081068894412,2.66255506611,4.99223278738777
1.82344801234435,0.768305420874692,1.64667336061864,1.08639824442436,-0.284381522934888,-1.00369448317811,-0.722125120868578,1.67489304326786,-3.20171687207071
2.18466582335318,1.56184967264766,2.74254823135782,8.59703262395213,1.26392125758914,1.48489148283598,-1.25713457042481,2.1724053451991,0.265624886362418
0.698544357886896,3.1263994973953,1.9841014885389,1.57283977504329,1.21561112404968,-1.29935632177285,2.19962572516436,2.03514577805813,1.34927376507729
3.06732359795171,2.69826971680085,-2.13725732357388,1.28147173345453,-0.24643407934147,0.71066101271995,2.86243863628498,1.19095447714145,1.8310764868277
-0.398798998947599,-2.33865271966915,-1.08119532589531,-1.67657167765214,2.06485793026919,-0.434305244405197,-0.222629699135482,1.60107688289407,-0.206526269365875
-0.474685175485866,-0.675360626166887,4.26430625269535,1.23068113574004,0.110149693104709,0.623972485874982,-2.73324627934014,0.718252994811326,0.260251595955057
-2.13457011572426,0.578343419571589,-0.567218461040144,-1.84277210431004,-2.76333957925153,0.579412644364299,0.679473079727979,-2.45040747758682,-1.80017889658602
1.00590469673886,-1.16891865276679,1.14220232550175,-3.88941947304638,2.56947752936629,1.93801421345852,-2.64179564284519,-0.90275454139226,0.383917274191122
1.14655431042284,2.27194679892703,3.22167730036307,2.71666889253387,2.05853485124619,-0.171607321480382,0.909633965354739,2.67316737474978,0.0878417321857273
-3.92971570974583,-0.997215764241803,0.753537190907849,-1.69902570096095,-0.078821674181881,2.2385086900783,-2.18356706534018,2.36723411923976,0.158744653619794
-0.151360850040586,0.818425605468338,-3.55485841311364,0.709105034060881,-1.54042475976485,4.5703890286239,2.8824411697251,4.68699473406184,-0.658231540402092
-1.89753177074395,-2.01673291050558,-0.567330521961774,-3.27634854408999,-4.1935058081861,-2.08157682600111,1.06931601460239,-1.23229615319083,0.833794721151809
-3.38137623181834,-1.77055012167708,-2.02576666744871,-1.75106580223733,-2.22235901245863,-5.30591309518617,-5.40180388735996,-2.0410375820663,-3.15225763358428
-0.525879823819075,-1.02372237132257,-2.74108441773503,2.69887613971076,-1.68088819001734,0.355869816717512,-1.54159345328205,-0.115944547608654,-1.84878780637003
0.670170217450071,0.577033041809341,2.42053605377857,-0.735819066077512,-2.20175385577454,-1.22013433898117,-1.79869124864467,-1.32188788326706,-0.363727405959099
-3.77775113302338,-3.41728537645882,-1.74559632449918,-0.400134720832689,-2.64759348640798,-0.633025952900989,0.177126971698891,-3.94269500782388,-1.62258226016168
-1.78701923244181,-0.482330023262978,-0.536485468040429,-0.801039547032287,-0.928820253251732,0.843841649676864,-1.83027896745337,-1.26348686589304,-3.3482693938663
-1.52042762447736,-2.02191803776824,-0.0652460477049328,1.02969538113985,-2.32840134222725,-1.26176186616775,-0.0427572105043653,-0.768150025916164,-1.16533746706595
0.735867413772542,1.95905657450325,-0.760862763948762,4.30524753608688,1.10879702991848,1.02385511909807,2.89730192820362,-0.665411741957998,0.237433765215549
1.33644265703448,3.81625839210775,0.677548456784233,3.79649279078233,0.519928386859113,2.91082493829333,2.92929274403182,2.95495235684945,0.546680556506673
-1.15171230530969,-2.03562895210656,-3.32739034426781,-0.888342552918225,-1.03852530543742,-1.9642808249861,-2.61725730335789,0.0910319006358494,-0.421187636643781
-1.19472498741686,-3.89072878117962,-4.00117112860069,-3.2501012732478,-1.44098419823614,-1.95541068541403,-1.31394514072888,1.38017494978458,-0.438703373482132
-0.675284548421529,-1.40813744462669,1.85112760716651,3.72318146996036,-0.26029203243065,-0.292902530569975,-1.54993953331372,-0.75253280012995,0.775340588936244
0.191468920367334,1.1666753436014,1.76999903717694,4.44845548542468,3.75658184705436,1.6272850376918,-0.486898772187243,0.992009629169867,0.491580457633827
1.03232608004078,2.30224937245157,-0.23655506130124,-1.30915947879835,2.96503108197873,-0.487579006543749,2.56367913294353,1.4976904614409,-0.314060963782671
-0.238092691547813,-2.71742727233552,2.27189012612691,1.1621800638989,1.69160446085909,-0.137732934533388,-1.59364836105636,-0.823058060114255,-0.0493979200834082
2.80333484892889,2.19549087119849,3.40025669811315,0.8907216058368,2.41221971260966,-1.20889473054804,-0.914417536874934,3.93663340611475,0.761021941853627
0.618224183071649,-0.47689885858014,0.757810542563867,0.0668129096351701,-2.73408056682335,0.449771028204237,1.62412988801419,-0.439951629629519,0.778528533578053
0.253457396260593,1.90537075614002,0.946549911300051,0.418660238554128,1.67141914932166,2.99367554152095,0.859534484286179,0.703730733553166,0.263443444836977
2.81556989078701,3.45258053511958,-1.08274714964904,-0.271183862741907,0.784470633543418,0.852297318384366,2.35257000216245,3.82175543071792,1.5421218720917
-1.8879173709996,-2.38003871221319,-2.48692349117404,1.44050135667672,-3.64090455846716,-2.59499066199198,0.411359318260742,-1.06753944530311,1.31608371893031
-0.965849301561932,-0.852513278932159,-0.603861554288466,-1.15028107093541,0.803074990678521,-0.518403333617744,2.71930796325078,2.5197641903707,2.49124116419131
-1.24395108980095,-0.868366499334956,1.08486716039061,-5.7122887646544,-1.3407637077505,-1.35667239363769,-2.80183241387739,-3.27647556512577,-0.631200535419606
-0.806984479387178,-1.79178018285267,-2.15974316761371,0.823549098579808,-2.6829708138826,-0.184498573828649,0.0333665082156647,-0.62573262569241,-1.484224919127
-0.883735964698525,-0.0498430996158568,0.544389108127664,-3.016521235205,-0.536085525848183,0.926643621907785,2.1735934642194,2.22151630101427,-0.0807070710349821
-1.04577031560327,-0.313812973951201,-1.51932404388795,-1.17359043907029,-1.87290493601239,1.83133767436481,-0.0223525812277402,-0.960719082629919,-2.21031918440136
0.274243910709367,0.72981486718323,-0.305467256677543,-3.221457992572,0.757414474267286,0.270519555530935,-0.0810794455495047,2.32756537202691,-2.83376236805148
-2.39201678208986,-2.6662048054621,-1.0739782803053,-1.54729313037797,-0.518135894071286,-3.5712240637933,-2.58769925792568,1.85087731814929,-1.10816307009586
-0.0339544892842417,1.36337411655998,-0.446401772833011,1.91274307649608,1.89211180761254,0.132558173994977,-0.0610045239142032,1.35790687170786,1.22842408510171
0.0504209406353043,-1.07642978644741,-3.39283410383255,-0.169172934095259,-3.95258173117929,-3.51100175701415,2.51371139301864,-2.99838955350819,3.59669088200789
-1.59334971857383,-0.77611647260939,1.86863110956979,1.85974483727154,2.88264700831394,0.4495256245498,-0.18624723988784,0.0658812264237117,0.677312920486781
0.139503981687046,2.67787489634346,2.61583448143274,-0.020157480451458,-2.25269700044102,-3.61747823160266,1.31063764541913,0.171408395940812,1.25351535869859
1.88573320764283,2.25503090374811,0.60384111411723,5.47463509459467,0.0753403019663656,2.57609981765548,-0.418242124509784,-1.12191042656932,0.229312230044766
-1.18164465424513,3.38445306369652,-0.99625109456199,-1.47196818241892,0.740382150263051,1.461353067878,0.655295334338599,0.496455441830447,-0.110905318870093
0.0378767266548132,2.37783709274084,0.40044238190653,1.60346317513926,5.85388810449301,-0.628689608843273,-2.44923705099894,1.75153162132375,-1.24511328129291
