"handmov";"numbrec";"wordord";"gesclos";"triangle";"spatmem";"matanalg";"photser"
5,73352936476939;4,63272625409666;4,14751081880196;3,70204677417703;2,18026793595169;4,07572418265269;1,83294004989045;3,06136953626002
-0,675804753586816;-0,132312998540677;-1,40671406975044;-0,0666550193742413;5,07155570494406;-0,376066141783705;1,23584292014864;0,357618022668784
2,2709618890846;0,730575807594532;-0,935374319686831;-0,377061420918817;0,884399125948433;5,10651932534628;-0,387033078950485;1,57071082020951
-0,104566512347257;2,52106116475107;2,23574703242835;-0,520265235681323;-0,333157716629762;3,05447689530805;1,83080949142668;-1,7893777624051
-4,88318337854621;1,31007404199078;2,0672357222055;-2,24170542266386;-2,16629737690385;3,15820792279826;-0,443297744203726;-0,944575162121071
4,40871440216612;3,10526936742304;0,889214380918066;7,04959083813106;-2,1579859286159;5,27423495408619;3,20161918593668;1,29702061304616
-0,92157371601068;2,76284175205762;1,32927102849138;0,237639762853239;4,05520669566982;-3,83876867908169;2,90651074954679;0,673748773720134
0,226880886929404;-0,43097078664054;-0,475611280570605;-4,37620040000057;-2,78311581779071;-9,51232953840474;-2,8955578154624;-0,10638170671534
0,931508982899749;-0,537122199831526;1,12305762901362;-2,14785725203313;0,663765317159351;8,3883979623309;2,08356186561482;-0,542523326879686
-0,9178752331556;-1,16472941095596;-1,9883907539124;-2,38600727403011;-2,43543004924902;-3,6145405328796;3,56610320648066;-4,30897693693089
-0,204921726114291;1,5195085989995;2,04475700878424;0,667874438747117;3,79524852262523;5,72833052078845;2,11324693415386;1,45988899693057
0,623029944547277;0,140370661815288;-1,02702604098035;-4,02403259826504;1,67552437239553;-1,69903403283993;0,068542815544909;-4,2074644197764
6,62846392359628;5,15945094685446;1,229961500504;3,37002088742805;2,84226689074883;3,72037426040203;4,59800430899539;2,71454964941176
-6,26629765376499;-0,419119915241315;-1,70779634645288;2,6198919285145;0,617847719054412;-1,13595105189513;1,99394175904465;0,335073612249244
-4,40308554988445;0,179342551474137;-3,08931251174344;-1,80226668960964;-1,9044717324782;-5,93069557415132;1,76076832251328;-3,13558007135158
5,53442674020141;-1,47784800458256;-2,8416528452512;4,25766893563182;-1,45952115902419;5,05021296710015;5,70093322924636;7,1916810064453
-0,402987442762934;2,13907121699657;0,275242283257561;1,8647817673775;1,57710462734704;1,55115780748438;0,257338517891059;-2,4551088108957
-1,33644725229426;0,67988364300867;1,56718717751435;0,97862402427462;1,51763945582121;1,14188776036775;0,136021763383612;2,91783855793048
-1,49274675535782;2,12867209101012;4,25639293616471;-2,04648564406371;-2,17620480295612;2,56893220125249;-0,243360949586899;-5,04768909322941
0,169065726635533;-0,944080494399008;0,776804032568591;-2,80006878811619;-1,58765770903489;-3,21245018330714;-3,74748517389224;-1,67751781616036
-3,13809790176944;-0,641142501820895;-3,86706501378454;-1,05220585002797;0,38560109346062;2,66101119400285;-1,12597217859991;-4,29248801005497
-1,17624801849561;-1,405849272909;-4,55651720379947;-1,53606079088215;-0,645933308528546;-0,552320889198491;-1,58819997891659;3,17579377963176
3,70505367034721;5,05145076733794;3,73905242873381;0,768523898836387;6,08987751192924;10,9980157405637;4,31443346669465;3,8869606201583
-1,46979273798353;0,707635328783123;3,12333756775058;-0,364805244422835;-4,33251472570111;-4,61530891233316;-0,19745825123056;-3,95356389697026
-5,87864816411385;-0,997214465587034;-0,328274122812813;-0,894457463392503;-3,10113276667401;-2,15349807813743;0,648972204376562;1,30723178894202
-1,71901960499058;-0,37115465257665;-3,44999666074922;-3,56785845144372;-3,92877046040495;6,60210810689391;-0,88972696175394;0,395477469679578
-1,76753181032514;-0,00372485818769142;1,70357675381601;2,74883946605181;1,64724924486073;-3,84830802314802;-4,93117756590816;0,0823152383444878
5,07481206874938;1,83279205943515;2,57498799700741;3,82259076099095;5,87823846459246;1,13627929824099;-0,0705219942967617;-0,119745397812663
1,53404728986968;-0,339391262080777;4,29401353751476;2,38740448227326;3,89196065737242;4,58536940223849;2,34156604200339;4,39752021916058
1,04883931775566;-2,46761635659059;-0,733697772290491;1,92775907160324;0,452393965588447;2,26579108720608;4,42032225587993;3,09268493025972
-1,66763064747886;2,00389294284679;1,87560254295311;2,7233039435197;-3,42172381875826;-1,05027107964156;-0,806861104711127;-1,80125958951126
6,31259778631641;4,37987329158741;4,91752969667301;1,98359255765962;1,72691977701777;1,45628183512024;0,608397863341494;3,82118203177166
6,33935549573063;-0,27128189096879;-3,38462583620218;0,432362329831425;0,523318516249875;1,05957585730593;2,41687690288704;0,664434864593921
-0,344217669835336;-2,12194255190636;1,81168540136497;1,64053595575433;2,02594681063039;-0,0644526652344656;1,09583829303366;1,69921136917498
-1,46024541257634;0,158247756167715;-0,625237953881091;-2,92768630623243;1,39960995816987;-3,46692208505533;0,822494360466229;-0,312465978031384
1,98352230876927;3,70232244791769;0,596304526630475;-5,15246840628188;-0,0868303998620639;-3,47722605111235;-1,75215054706423;-1,48709619286656
0,256606174578601;-1,11908704441092;-0,317480069347036;-2,76735952135928;-1,95474010479797;-2,01219643400608;0,383559321723619;-0,72346752632645
0,437856243567113;-3,48871783393241;-2,86131455354631;1,65681867101217;0,598795793114621;-1,55482670246204;2,34027970504601;-0,841687853298626
0,674360653320059;-0,247107878180795;0,487524043869018;-3,54279959157431;-1,83053396170021;-0,363306001039398;-1,98729045866644;-3,52141084664339
-0,927926096434223;0,0717637233634227;4,71233259190261;-2,2571905577079;-2,52577502747897;-1,83242270143355;1,88700366654844;-1,40159125921436
-0,0043061269154193;-1,92466555452889;-3,39653312882646;2,34553041826489;-0,452535387445636;-1,04782014033251;0,398204485735039;2,09630451935248
5,5395731651525;-0,018630244252952;3,36305538079354;-0,257930055739963;0,0793812215547177;1,48901741361761;3,4735969069567;-0,33962496568345
0,518392300140811;-2,8636776717164;0,196114592851324;2,13255000739262;2,11838859392732;-0,558353540528298;0,610732467285046;2,43535041263205
3,57005044789784;3,98309181521791;1,7498388655137;-2,31689245116048;-2,93582873581685;-1,33180183237504;-0,671657185346313;-0,367402382942535
1,28916115558347;4,3243030406605;3,30179764716345;4,36209845111584;0,371858217887952;2,80710129264196;-0,246991633017928;-0,684444608407094
0,506411021718842;-2,90910007789771;1,04818951472226;-4,93876250236013;0,854164890637157;1,90865255263664;-0,528963813454543;-2,62113182975955
-1,50446128114234;-0,00736330601034041;-3,4228065990392;0,958003693074494;-2,1661077699262;0,366905898492688;-0,93930516396785;-1,51090467819947
-2,8777401633434;-0,795289258943059;-1,23140621512347;-3,82727138401372;0,0165808400345507;-4,01145075417411;-1,87006259984069;-2,12219164046682
-0,448376065581063;-0,0303717930393346;2,18787016604085;2,60535932358212;4,13728817491373;3,72079357001787;2,67728613694802;7,62494908072775
-3,4424033566923;-2,15680487930318;-2,7255277716868;-1,39339855553628;-0,0486079405650672;0,17169110368654;-2,60777571294705;-3,5634943111959
-2,78674637911214;-1,3049775938423;-1,71587038806429;2,07345155250002;2,99306089816061;-0,0873967947543235;-0,841307777709341;-0,0142272070970687
