"hm","nr","wo","gc","tr","sm","ma","ps"
-1.73200885410864,-3.25820229267956,-5.34694909352083,-4.35020357129362,-4.26358844316112,-0.0636932758658305,-1.69695173465817,0.163809601999517
-0.195778398246425,-3.06496106686762,-0.341361794893136,0.575879963096052,0.931959200436819,0.496417979739026,2.28821479768689,2.57563432261385
1.26021651035664,-0.44997557478486,-2.8475701357562,-0.188324129718515,-1.10255076799346,-7.86269740397679,-2.63324213529068,-5.95568794028887
-3.55075671885063,-0.233269492873799,1.4886719037228,1.12266277284199,1.9779965220846,-2.82651793594983,-0.0443500352475835,-1.40035023181141
-10.2245509025631,-2.73083832411352,-2.1717717729168,3.37241163875894,0.6449209963423,-7.99402134366271,-1.17282353949212,-5.10696005800102
-0.209776985716532,2.19825709148548,2.29362971556184,2.80195887790822,1.79174505467757,5.71631245445742,1.75557053984264,2.10157352519212
4.52857984953412,2.44069224515599,0.106853159197608,-2.53483856974795,-1.58602167868378,1.55608746834911,2.53416479311167,-4.84644063728697
1.85468411527357,0.773354687853206,5.73388615076738,-3.07662515810567,-4.41389432593247,2.99727321011116,3.59107158847062,-0.563552355745095
6.26853031066691,2.78901343509567,2.60478501301367,2.94592144848722,2.44664280531336,7.88775502244298,0.625618599192961,1.7337985764341
-1.3436057595952,-3.30709286624796,-4.94196249129775,3.62693475600361,-1.89193222328817,0.0654179683281685,-0.862368048107487,1.65473245027628
-2.74096946668252,-0.938781929324817,3.03005558101972,2.31568327390572,-0.888286372645965,4.12851963870597,-1.69293726738122,-1.0177011289587
-2.1328798973994,-0.527790754470501,-3.22178918705096,-5.55614854637072,0.834950374227002,1.35502204858839,-1.57497937297909,0.810927804937222
-0.463988288681061,0.0932244611850129,-1.15084290322576,5.56531342407248,1.89710545630053,5.96779953711809,2.61207207926114,3.82387745854498
-0.815430269995745,-3.1990350860837,-0.453564572835369,1.24712476253474,-2.06027026392357,-4.31051276959014,5.18408968130293,4.99141950453173
-1.89328459101729,-1.85373084926027,-0.719178440264671,1.35492274756797,-2.11803589963422,3.12634501550472,0.382750979707002,-1.38629280547178
3.67842441170631,0.681737412830183,0.820881380407397,-3.61839277105448,4.00149330661797,4.83063747171322,0.140844508401629,1.71892701967028
-0.234878012059836,-0.422206371980849,-1.80212024182751,4.193214448895,4.85130335142834,9.33364010827376,-1.85874803147092,2.69284882462831
-3.95905948430973,-1.45489880926131,1.39726374080447,-0.153900782497941,-2.22389551592589,-9.71098617866061,-6.15074696561898,-1.58685123568786
2.71750013868121,-1.10587559112485,1.47066944712381,-2.04536061392328,-0.147456939970411,-11.599552019881,-6.15766680050973,-4.62789770410432
1.06532509019474,1.95400757666502,2.55483213859126,1.99622124534523,3.57653035290875,-1.12210647281367,2.6865010203812,0.368673378677806
-0.890765364678356,-1.62027663668727,-3.28687935327772,-1.91517530436771,4.00569487940848,10.4384885053843,-1.68499620570502,-1.02374427979174
0.682006110416614,-1.88792157354072,0.162322985139711,-3.24480527288301,2.35747219494668,0.33886106859094,5.36141508874742,3.09428347550676
-1.37822984300505,1.30312831903016,2.56451572515815,2.38806824226725,0.375372649574508,2.88847652769406,3.48309874939398,5.54118188046536
-3.4501621931978,-0.493099159733588,0.340891612423641,0.615262585436221,-0.193139429138032,2.05209811454369,2.59824173024472,0.0640828690732564
-0.608044691121294,-2.53540556336719,0.237900972556189,-4.90877158824749,1.30732150201431,5.98364687524938,-3.10838721480085,0.770442482849754
6.56387891570141,3.35681180132303,3.41741703060538,-0.0562854086030954,-2.87982481368004,-0.788556966210677,1.98034365811703,-0.583560757728472
6.0025717935319,0.0398896428737632,2.55344033793229,2.27354927478867,0.696563346881256,4.18646033248301,4.10230741793514,2.89149595351995
1.25937254278162,-3.23387978833131,-3.86420741410748,-1.3951454639219,-1.32534351234727,2.12472888787734,0.171029473690128,-0.731601376055003
-2.49436699691198,2.80776811584477,0.70905459229093,0.665156771391944,2.64063020961601,-1.12264613661289,1.57948477801265,-0.94929998513421
-3.08159822167032,2.01179565769316,0.97380801379953,-1.78870153107005,0.980800925684598,1.44957294839923,1.64816881329225,-0.534693724435302
-1.63357855207527,0.130555686828541,-3.36857062437351,-4.20959883236188,-1.73797401858654,-5.90182923286988,-4.05828980537188,-4.04006851108198
-5.41111182525621,-0.818608311374594,0.640751672781463,-4.44186364072231,3.28390451199892,-3.99329835200611,-0.362649202736002,1.12478049959078
4.07599150298453,-2.16060272426074,-3.21327443308926,3.333447028877,2.52979032739656,0.68566993323774,-1.27967498106911,2.77279823294444
2.24205905230808,3.48171686722071,-1.77067049019691,-1.10049027383562,3.06240573142434,8.23472025327515,-0.471138601180361,1.79485707640041
6.35193320778174,0.297816956473766,1.39439834154642,0.0185451762193879,2.13430216654404,-2.71868020093844,0.594417361551456,-0.781942534698915
3.19888410252764,1.87747867706869,5.30263099516263,-0.639777450486493,1.31154774716874,2.19497282067729,2.00041521927631,1.56939088355523
-1.62202873129433,1.37888524379299,-0.577897827409398,-1.50694262832254,-2.24325483388178,0.753878422611834,-0.967702952372863,-3.84702315436078
2.17892172840925,-3.52045315314402,-1.79039391062384,1.92606284176067,-1.17578716859122,0.0152834078051794,0.978560115683618,-2.46938418079426
0.261640581622678,0.185827577865093,0.724553457712816,0.897848253128791,-3.16726901323942,-0.803447843302219,0.00358062746184693,-0.174435457179194
-1.87140276390588,1.78908390778652,3.69615719823344,-3.04193500299882,2.35010836051233,2.09388829019918,2.90240125810728,4.39121898961735
-2.40966880033147,0.474501064948559,3.28692438713568,1.66696893587343,6.85879679990928,6.45046807812575,1.35796438485122,4.76766383345404
-1.46684286962413,-0.174232492519776,1.45236629182254,-2.59389963270946,-2.41426622753278,0.86300660549389,-1.37843064050718,-0.504242302758019
2.85418230579075,0.907278688674653,-0.901300164172052,-0.70966962731297,-1.32403848470677,-3.47519068477815,-2.58953214765539,-2.05628555196212
-2.10105160326152,-1.41174020860648,-0.316383256839942,0.561243687418337,-1.17429575143112,-0.95122328266736,-0.736663068711867,-1.45923346129791
-5.91256210333928,-6.35947519677425,-8.55616654583881,-4.84181605808012,-6.51096195683577,-6.21148528846389,-1.73627289818445,-6.52668002452769
-0.542634360579981,-0.783503241791916,2.66544317983423,4.9064013419598,3.07494536690462,2.68149675623566,5.15892002977512,2.4336407710103
