"PARI","SZTI","SZDI","PARC","SZTC","SZDC","PARO","SZTO","SZDO"
8.88993526493724,-0.997994743905955,6.7802126165876,5.63022375823214,0.715894453119887,8.48698365517994,3.39734545226472,1.75382157473239,5.61278599941258
-1.37140027391634,3.06322421617729,1.72920675129466,0.504082819995855,-0.78989855448309,1.50322920049982,1.07424486529175,0.800508301700336,1.70441104640688
-3.36022781392019,-2.10329001796673,-0.490010934149115,0.992502899136395,2.10417627364617,1.26863803283735,2.6971459564764,1.34286115483402,1.16740339362405
0.085559716023737,4.33916711001721,4.87333828912293,4.55956390523122,1.47160703733156,4.05868257907095,2.80825561596962,4.05218720264422,5.39718250940845
0.284864217086996,4.77536743748697,-3.95826467924396,0.804385275100854,4.66405922834345,-2.28384138894512,-1.04473221146095,2.9679078997128,-2.4988595590955
-0.379163813874086,-1.63899338920809,-0.172631985846699,-0.842842981521164,0.129089744767026,0.578029143974582,-0.426263400646538,-2.02461818180735,0.021089700509047
6.62032899235982,7.5442991772794,3.33983444179995,3.03768968055866,6.03235847861898,1.6925189304637,2.1583794848101,4.52497965495086,2.38386402710696
-4.23845764298507,-2.21120406696257,-0.751444378537142,-3.17744176409375,-1.92100604402194,1.35442357443063,0.189297406126671,0.0816602520478383,-0.99578645499803
-0.331500236741341,0.804836160499128,-5.13434709154929,1.07837772695749,-0.560815140959701,-4.1523989398727,0.497325614874185,3.8400873956154,-2.06292966300966
1.58495591600815,-1.8800088282024,0.278685956998447,-3.03909240714252,-2.54307504453943,-4.8106153264106,-0.206995583608345,-3.63659354878117,-4.58042738112243
-1.84114736107005,5.49939778246024,5.81875957564681,-0.965286196135952,-0.312604750482974,0.59045902026171,-0.177811872927062,3.15048524834892,1.72132401820763
4.46739692936472,3.46231767563804,8.06465528928137,0.878869951937616,2.89357859744586,4.9479471741205,-0.0821025381685018,3.05889486030882,2.467334436471
-0.575662009940375,-1.40745893885759,0.664936768748765,1.47439340304033,-1.83331853521386,1.58819977653564,-0.872237127192506,-1.63623230013673,1.527489915746
-0.826386068266634,-2.0492763345301,1.01969361997159,0.319803778050946,-3.28945767339478,0.308061497390737,0.981270475166875,0.595029109848125,1.61459456714743
-8.09533307673146,-1.08217444302272,2.53183712332821,-3.83469350030665,-3.51960135178909,3.56262563743561,-0.450921981819268,0.319890379377167,4.30985368366573
-1.37815976603282,-7.20042069076432,-2.76828952488448,0.369719167819423,-5.43714736490252,-3.33237037769266,-1.3864674115273,-2.08381111073665,-0.274810645893869
4.51410571990645,0.347352943992997,5.61961336985107,1.30288945441107,-2.05518967385564,-0.543789219406978,-1.06616362488381,-1.0125786326335,-0.402946639870886
-0.162905013607942,7.20775344644972,8.03695263092848,1.32007570668635,-2.57220641759381,0.840795326743256,1.10328680502021,1.42149053752551,0.507622303825658
-2.98413971401364,-1.09549211706824,-5.03301164976739,-2.17265984302176,-1.54514232561299,-5.47205278875588,-4.25842183971511,-1.83911894942034,-3.87100746913255
1.1880065606859,2.10886629754428,5.11875543725735,-0.237717437321727,0.795948682819528,5.91013133313615,-0.00132942405775018,2.19017484398751,3.02925245024764
-0.357462536535796,-1.22877720049814,-0.599438487173515,4.38562807228525,-1.71356108781525,-1.06734117908583,4.34729402010125,-0.578845858933671,-1.24627651842372
-6.53738930811866,-2.18537088397881,-6.73370559964801,-2.53817961059512,-2.51918393899002,-4.90825780312206,-5.10909636311397,-1.25669907644637,-3.35194935273442
1.51849301785233,-3.74656415339916,-6.458716197082,1.93290247113532,-2.18022169201292,-2.90394725111954,-1.76574179115425,0.445607145204393,-2.38185308955063
3.52625492793702,1.95485765489216,6.69771068052427,3.60163051464458,-2.32732655993105,5.8418881102858,3.8713942031551,-2.30628519395209,1.33603364094648
3.47317795077164,-2.22146439174867,4.40005563921225,3.68284259092471,-3.62321030701795,1.52015229915583,0.558198873210135,-4.55041871708048,0.412563736118059
-2.77945930473058,8.50378909275478,0.811070562165487,-0.872792848409438,4.3449690771511,0.607354703317688,-0.534921662928549,4.93139416897198,0.148703652038261
-3.25689552685733,-4.40796796952266,-6.52143855896979,-2.28257862015002,0.222734895031402,-5.96610906052107,-0.680478256228826,-0.827678026952088,-2.66622740464573
1.2234993947975,0.336259148837427,-2.83069557373924,1.68995170055746,-1.93292869464417,-3.02874057481158,-0.911969755964451,1.04201652807456,-0.746769968449104
0.574800890479897,3.97935498892275,-1.24428693565791,5.42214224788026,3.60999746722667,4.21634891456936,0.671965480669052,2.88048448532939,1.76480265444718
-4.60225879485968,-4.66980563577432,-3.17465285054367,-0.685788890682591,-3.42207776123025,-1.18020444037282,-0.416989607189788,-0.787794207431952,0.797124483271576
1.46864670774033,3.69783171334591,4.55698467551171,2.93060389884654,2.35990919958113,-0.00696403133126697,-0.494022034468508,1.62221419811243,0.105141943276529
-0.700310961220522,-1.4571158825274,-0.885544053255559,0.926485347720256,4.44115530694941,0.180941802064123,0.920292069099285,0.994571432330768,1.21390295134386
-3.88475243398774,-0.50110639013769,-3.60169933423453,-1.46835922859124,2.95102652531209,-2.16850131463614,-1.45240308164447,2.01478376155325,-0.899673545045048
-3.40294701649409,-3.53611703121543,-1.18454165989295,-5.02657851639505,-3.94908594553886,-4.88423670424182,-3.01018104748277,-6.22850552184246,-2.12115270120065
-4.08895881021698,0.265854542339985,-0.709889535107716,-1.45901597536561,0.432618701313657,-1.90344360352458,-1.3734150192455,2.99230446159816,0.633161867497968
-0.792925111986005,4.28127580381,-0.673053910908777,0.798730474765609,6.18608495858803,-2.5619773743938,2.01659053829273,2.96862909841157,0.1024198068949
-2.60025829795424,-6.17768202820745,-0.384002098053148,-2.01697365654951,-7.87448846079627,-1.2042154923859,-1.96444675335603,-4.33443475460318,-0.440461857030206
-4.46061741482984,-0.439999862876952,-1.27643017329432,-3.30401839554725,-1.40588180981513,-2.02022259981865,-3.85862987798662,-1.58064298147876,-3.57082432675907
