"S1","S2","S3","A1","A2","A3","Sex"
-2.44339696297043,-2.27605514503411,-2.11589422894628,1.52183202425492,-0.617859864676278,0.245610743839518,0.396410482040353
-0.585041418361634,-0.299089605739761,-0.352341448976319,-3.01096845009801,-2.2644647202752,-2.16798953052194,0.422307020490643
0.0928674167574208,-1.19433568135991,0.76651842837719,-2.9720156531139,-1.80700878212276,-2.84469991860493,0.417130900719196
2.47752643491555,-0.812581868950427,0.635584317648599,-3.05737514430351,-3.66705096843907,-1.72546868094019,0.50494294459376
-1.56206014443745,-3.11834902849916,-0.123205982890671,-0.601380918344421,0.553616583667005,-2.37644835579664,-0.175069007062121
3.27664601782645,2.09659670805559,4.15916482069825,0.193957396013457,2.12575807752396,-0.268332425128044,0.666733400541637
1.43493817464794,-0.748543542833871,1.96130328388983,-1.88826809438139,-3.14316139809956,-3.17815006887317,0.0295129102793515
3.33528989983626,4.66138182127296,3.51833298027877,1.98615435134576,-0.438433002835619,1.55240042334265,0.265523230259359
-1.00859651066947,4.30841314441855,1.12687209985855,-2.91910583183677,-4.99294103369454,0.825926637043605,-0.239010496384258
1.19426505910788,2.11203446930852,2.69317667897909,0.987931799174342,-3.22561171671596,-0.235246588158846,-0.117541112805441
2.85397921353777,4.15849245252884,3.22436948804797,-2.34498544244488,-1.16722234818451,-4.69795550235791,0.0462377364127918
-5.321085563638,-6.94291073802929,-4.71935225545654,0.789088616093386,0.134003343725362,-0.614994243464246,0.168180510166344
2.80521420481447,2.78385717395421,2.58168102384371,2.54882647785356,-2.22330994138874,0.446337263931684,-0.0168419430947861
-4.37602271072788,-2.35738927711315,-1.26602188555092,-2.59264435309565,-4.89757065928075,-1.72634672650109,0.0747520978031878
-1.6956591354039,-4.87860384135348,-1.85040550359831,-0.793605107026314,-2.41265905105283,-0.426724079004202,-0.125758728081297
-0.0725711831173493,3.62629772091197,-0.860629076615805,-1.46052403206232,-2.47146501054455,-0.532354601831949,-0.216423242027858
0.524174234965005,0.752242177015921,1.66766563809927,-3.93448851095474,-2.96098483713799,-0.889419857824711,0.274133856702307
-0.320537021892055,0.977461336228198,-2.12115058322283,1.23922335591364,-0.041093136499265,-0.703554326426866,-0.186393792283314
-0.736863265737215,2.60852065097375,2.59663489484407,-1.02556280455745,2.41352777046583,-3.83358444641804,0.288599602646859
-1.57238474670657,-0.153031246531652,2.41828899525465,1.46459817927971,-0.149374463709591,-0.0844947539150458,0.0454596953984589
2.01029396583742,4.22587816804564,2.16662850006373,2.02366176429935,-1.75334961049139,-0.00944536849378972,-0.616621022975234
-1.9720343749477,-0.987120171291744,0.585764413722624,-2.76132205553812,-0.22515745921366,-0.209197507786142,-0.676813053721898
0.877664536610283,2.44062970538841,-1.52285207707796,0.918767216002617,1.46879388603095,-0.201265486711737,0.659167361525259
-0.653743667818947,-1.54187434528801,0.31199709692669,1.18934444058939,3.91158135486577,-0.732904547211126,-0.462228011423402
0.69418769365088,-0.774929612895607,-1.20977391905061,0.34918346298716,0.0118783347216073,2.16363793213358,-0.714404113489148
1.01246045802032,2.80057117574397,2.63952830228192,0.460553376093921,-1.96232939654238,-2.25319728177842,0.157647327975403
3.24024439839383,1.35864743089753,0.276635837303004,-2.18279282164878,-2.36125378981856,-0.094159775724592,-0.0673564189513175
0.847042382542571,-0.169458898934548,0.188895779387518,4.0780089568707,2.52167454473362,0.271037693378108,0.907721358964133
-3.7327737422065,-6.37038923791903,-3.79655400726563,-2.22547188199864,-2.1263216170862,-1.99352316234733,0.28632894976713
2.06504734123816,4.8051080922311,-0.75470001084843,0.0413677455324218,2.24295918878906,-0.568965667856703,0.150959033883292
-2.93010437078855,-1.54765024020399,-0.766888154015612,-0.406911556440796,2.99680602784045,-0.778349052847939,-0.143435574949713
0.830649205160788,1.68674754362217,-0.0258056737252688,1.12100505361369,2.4174400263767,1.58979567383484,-0.336771192610202
-1.51597971904212,-4.5154277603532,-1.23394684736729,-1.92445181543302,-1.0378785630277,0.231175266839542,-0.306855135503383
-1.00825877813641,-3.53953629551222,-1.45036530998744,-2.51489080235888,-4.68593382824833,-4.4618065657806,0.0444463512485822
4.31770515081071,1.70755483779548,2.35425586632415,-2.35017001965115,-0.34906508163041,-5.50281815357267,0.651118559410711
1.2608815868842,-0.424121390359458,2.94877719578868,-1.25601336476857,2.91143184303264,0.359835610768661,0.0331266152798784
1.76423578529947,1.55949846922412,3.76555786479769,-1.40646935739837,-0.677887164240931,-1.5717855844166,1.13169194438438
3.44842192630872,2.20402716457652,1.30867476329643,-2.30249291497502,-1.15275229616802,2.30577907112279,-0.920495104895408
-1.04829749753529,-3.86765244317809,-4.061870791977,-1.03941928049444,-0.724273420559113,-0.68349284513685,-0.517396910753874
-1.36950444556437,-2.78827663877307,-1.14947756678297,-0.74159705886042,1.5506321946438,-0.25559266140258,-0.372658248616536
0.0847289527950475,-2.84733655767013,-0.534790675365475,1.30826271963848,-2.00379948307545,-1.64084052483834,0.0746334874246987
2.01945773878458,1.32679372987249,-0.914541501763526,-0.160411179773437,-1.1426998292084,-1.83739715492366,0.585439266710864
-3.0834890938573,-1.23582223526706,-2.15749659003095,-3.46104204469468,-2.47643953968787,-3.79046987644804,0.119648470658062
-1.80833748114784,-1.22500207650387,0.975521046767697,2.68390486221822,3.04218146835548,1.16330430036039,-0.17004315680749
