feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.184384884245218,3.279229978440996,4.172788933156712,-4.671122037349631,-3.9463962506066848,-4.413090275361368,12.296206468040047,13.220238107231335,11.496069736406634
1.5230298564080254,-0.23415337472333597,-0.23413695694918055,8.775375314680382,6.113106249067516,2.3290368618002173,-3.821993728111707,-3.321225466066783,-1.7442682705029233,4.17250692711469,9.53373270241672,6.5328772752492545
1.5792128155073915,0.7674347291529088,-0.4694743859349521,5.972072578835274,1.905392022123269,7.165382107774146,-3.4817385580585536,-5.37843856015439,-1.2898982302572595,9.392182681245778,12.940012708401682,10.915452507624918
0.5425600435859647,-0.46341769281246226,-0.46572975357025687,4.057750696364243,4.812727622521658,7.65159329508438,-4.255635200422559,-3.088080640656943,-2.3301952395889325,13.444272599192299,11.025261762140618,6.105022180993292
0.24196227156603412,-1.913280244657798,-1.7249178325130328,2.4256728628315,2.2057636297740175,3.8328013473079903,-2.700584372395826,-1.3587306787177869,-2.2814952849108616,2.4374589802817965,10.446426285038772,9.358220600946504
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,7.076757702038633,1.9613078490463152,-0.6643111962211377,-4.291964369545662,0.267843260987493,-2.70849980499265,7.069162781854354,4.898118251045866,7.795770359581873
-0.9080240755212109,-1.4123037013352915,1.465648768921554,4.097682283182002,6.103481599821841,7.400523499477659,-3.2210103399322594,-1.5541118654166435,-2.625823581104892,9.416525545405673,11.99763347111917,10.56589324470394
-0.22577630048653566,0.06752820468792384,-1.4247481862134568,4.073677275829202,4.177146785767995,7.307801468511494,-2.4011577105910096,0.73827599790103,-3.41268214238257,14.824201741518188,6.893187831863817,12.643176676172299
-0.5443827245251827,0.11092258970986608,-1.1509935774223028,1.2605166006091588,4.222958449633982,5.380847779850115,-3.476641341026094,-2.8251322319813044,-1.392726096628442,10.141896229386184,12.084007372355753,8.69045541020337
0.37569801834567196,-0.600638689918805,-0.2916937497932768,5.898437442570069,3.9803866136182346,5.068882023411683,-5.259801045285599,-5.948333837214758,-3.880672905930221,13.215041121671769,10.88567427503573,7.961665045246752
-0.6017066122293969,1.8522781845089378,-0.013497224737933921,0.02334529317402101,3.6835031753323033,5.9070174251089345,-5.450884438588931,-3.6372470212884576,-2.2462504558060647,9.963927913260436,9.2813324231887,11.46753505191338
-1.0577109289559004,0.822544912103189,-1.2208436499710222,3.035411931490641,5.117968443179195,5.893745001605396,-4.336123295328395,-5.140239865172013,-2.895994257426978,6.460669751876474,9.911944893652917,11.185921757947993
0.2088635950047554,-1.9596701238797756,-1.3281860488984305,4.31490159828447,5.340927541993142,3.0745348694307753,-1.7061847730772446,-5.542460157774919,-1.7696514025410237,10.0990699215791,14.040823733166988,12.322068322213157
0.19686123586912352,0.7384665799954104,0.1713682811899705,4.586777440607907,6.220432339178445,5.3139459219368685,-1.7740406943925107,-1.568872346765058,-1.1722796776924702,9.97755760977776,10.65006729249302,10.886996654446
